,firm_name,crno,brno,ticker
1094,삼현철강,1901110005551.0,609-81-05081,017480
1095,고려산업,1801110001494.0,604-81-00024,002140
1096,아이큐어,1101111982720.0,114-81-99306,175250
1097,유니테크노,1801110327981.0,603-81-42360,241690
1098,네오오토,1101114255801.0,104-86-25573,212560
1099,성안머티리얼스,1701110006868.0,504-81-01534,011300
1100,한국첨단소재,2001110105176.0,409-81-49801,062970
1101,SM Life Design,1101111626063.0,113-81-50713,063440
1102,모델솔루션,1101113176925.0,113-81-96403,417970
1103,유틸렉스,2850110287959.0,863-86-00031,263050
1104,조비,1101110086599.0,214-81-08783,001550
1105,화인써키트,1201110063785.0,137-81-06417,127980
1106,팬스타엔터프라이즈,1201110126038.0,139-81-23687,054300
1107,재영솔루텍,1201110060450.0,139-81-01306,049630
1108,서남,1311110128338.0,129-81-78832,294630
1109,쌍방울,1101113891169.0,120-87-27416,102280
1110,에코볼트,1358110109364.0,124-86-26275,097780
1111,씨앤투스,2301110096064.0,610-81-66526,352700
1112,하이드로리튬,1101111125289.0,138-81-10821,101670
1113,조광ILI,1801110157643.0,603-81-21370,044060
1114,유니온머티리얼,1701110176489.0,514-81-37645,047400
1115,대양금속,1201110002212.0,134-81-32459,009190
1116,대림제지,1348110003020.0,124-81-32409,017650
1117,KBI메탈,1741110001294.0,514-81-05779,024840
1118,새론오토모티브,1615110030026.0,312-81-35376,075180
1119,네오크레마,1101113594763.0,215-86-93463,311390
1120,테라사이언스,1901110021119.0,609-81-24002,073640
1121,SG&G,1101110984199.0,220-81-40774,040610
1122,한울소재과학,1101112072330.0,120-86-11843,091440
1123,에스씨디,1345110005858.0,135-81-02166,042110
1124,동원금속,1701110021816.0,503-81-06778,018500
1125,삼일씨엔에스,1101110061228.0,102-81-37869,004440
1126,삼영엠텍,1943110005149.0,608-81-27893,054540
1127,우리넷,1301110057124.0,124-81-68611,115440
1128,웨이브일렉트로,1311110043271.0,129-81-30691,095270
1129,와이엠씨,1615110096292.0,312-81-97106,155650
1130,덕신이피씨,1101110730732.0,136-81-09463,090410
1131,코데즈컴바인,1101111187031.0,114-81-66713,047770
1132,테이팩스,1201110095499.0,139-81-15931,055490
1133,우리산업홀딩스,1341110026480.0,135-81-04164,072470
1134,포인트엔지니어링,1101116201737.0,573-87-00509,256630
1135,대성하이텍,1701110205600.0,503-81-52160,129920
1136,네오펙트,1101114362531.0,119-86-29663,290660
1137,에이엘티,1501110075164.0,301-81-70596,172670
1138,다보링크,1101117263174.0,823-88-01453,340360
1139,세원이앤씨,1101113489609.0,107-86-80236,091090
1140,엑스플러스,1101117695210.0,348-88-01710,373200
1141,우림피티에스,1942110039934.0,609-81-40851,101170
1142,영흥,1942110000191.0,609-81-02065,012160
1143,제이스텍,1243110046030.0,130-81-48610,090470
1144,보해양조,2011110000036.0,411-81-00209,000890
1145,전방,1101110005664.0,102-81-17373,000950
1146,와이엠,1101110123408.0,119-81-01578,007530
1147,써니전자,1101110070881.0,113-81-06968,004770
1148,셀로맥스사이언스,1313110142300.0,125-86-27262,471820
1149,에이아이코리아,1348110309577.0,135-86-46965,364950
1150,알엔투테크놀로지,1156110036979.0,128-81-69024,148250
1151,하스,1748110047195.0,515-81-33943,450330
1152,포스뱅크,1101112860173.0,106-86-23061,105760
1153,에이치엘사이언스,1341110077704.0,123-81-61032,239610
1154,케이지에이,1348110428195.0,480-81-00919,455180
1155,흥국,1345110001228.0,135-81-00912,010240
1156,에이테크솔루션,1345110051645.0,135-81-48139,071670
1157,라메디텍,1101114778316.0,119-86-51786,462510
1158,한국팩키지,1350110040291.0,134-81-18419,037230
1159,셀바이오휴먼텍,1314110346786.0,356-87-00092,318160
1160,코닉오토메이션,1101117914785.0,399-87-02253,391710
1161,제이투케이바이오,1501110229589.0,665-86-00626,420570
1162,엔케이,1801110054641.0,603-81-06888,085310
1163,DSR,1801110000777.0,617-81-00224,155660
1164,잉크테크,1101110866785.0,123-81-29764,049550
1165,KS인더스트리,1955110072268.0,615-81-38175,101000
1166,피코그램,1101112463654.0,109-81-76863,376180
1167,현대에이치티,1101111539597.0,220-81-51999,039010
1168,에이텍모빌리티,1311110416816.0,698-88-00163,224110
1169,하츠,1156110003902.0,128-81-06145,066130
1170,그린생명과학,2062110029823.0,417-81-30958,114450
1171,푸른기술,1101111444241.0,229-81-28699,094940
1172,대주산업,1101110036148.0,207-81-39347,003310
1173,제너셈,1246110236750.0,121-81-40894,217190
1174,디알젬,1101112863789.0,220-86-71516,263690
1175,아진엑스텍,1801110248369.0,621-81-29249,059120
1176,아이디피,1101113356410.0,113-86-02012,332370
1177,구영테크,1747110001791.0,505-81-04626,053270
1178,상신브레이크,1741110000527.0,514-81-03617,041650
1179,웰크론,1101110860216.0,120-81-63730,065950
1180,탑엔지니어링,1760110007937.0,513-81-07376,065130
1181,제이준코스메틱,1341110001672.0,138-81-03204,025620
1182,제이엔비,1348110105438.0,124-86-31161,452160
1183,엔투텍,1101115829407.0,759-88-00172,227950
1184,화승알앤에이,2341110120538.0,305-86-40935,378850
1185,대모,1101110633556.0,113-81-16826,317850
1186,씨아이테크,1101110074479.0,210-81-01231,004920
1187,인팩,1301110008052.0,134-81-02412,023810
1188,서원,1350110029881.0,134-81-01655,021050
1189,금호전기,1101110028541.0,105-81-00527,001210
1190,대륙제관,1101110073877.0,220-81-04875,004780
1191,KH 미래물산,1243110021149.0,130-81-21004,111870
1192,THE CUBE&,1201110007238.0,139-81-16250,013720
1193,시디즈,1101114493344.0,215-87-48121,134790
1194,램테크놀러지,1345110053211.0,135-81-49574,171010
1195,유성기업,1243110000755.0,130-81-04489,002920
1196,티디에스팜,1545110024284.0,303-81-34897,464280
1197,보락,1348110004474.0,124-81-34203,002760
1198,포인트모바일,1101113501601.0,119-81-91385,318020
1199,일지테크,1701110029802.0,504-81-06257,019540
1200,디티씨,1760110017077.0,513-81-13956,066670
1201,빛과전자,1601110075170.0,314-81-23352,069540
1202,이건산업,1201110001959.0,131-81-06200,008250
1203,엘엠에스,1101111651242.0,214-86-29653,073110
1204,인지디스플레,1350110036315.0,134-81-13942,037330
1205,가온그룹,1311110060978.0,129-81-42066,078890
1206,한솔홈데코,1101110825624.0,102-81-37194,025750
1207,에스코넥,1311110045540.0,129-81-32103,096630
1208,그리티,1101111773799.0,109-81-59281,204020
1209,평화산업,1701110309329.0,514-81-57898,090080
1210,마니커,1345110004149.0,135-81-03151,027740
1211,경창산업,1701110007733.0,503-81-04241,024910
1212,씨유테크,1313110055652.0,125-81-54366,376290
1213,태양,1615110006118.0,312-81-07206,053620
1214,뉴트리,1101112214429.0,214-86-80043,270870
1215,제일바이오,1350110030490.0,134-81-01956,052670
1216,금비,1201110002022.0,126-81-09409,008870
1217,해성에어로보틱스,1201110148800.0,139-81-30494,059270
1218,파루,2013110006783.0,416-81-13067,043200
1219,서울식품,1101110059702.0,134-81-07983,004410
1220,센서뷰,1201110764789.0,708-87-00065,321370
1221,픽셀플러스,1601110096473.0,314-81-32491,087600
1222,옵트론텍,1601110082513.0,314-81-26169,082210
1223,영풍제지,1347110000408.0,125-81-00424,006740
1224,다원넥스뷰,1101114224020.0,119-86-23150,323350
1225,파워넷,1412110006738.0,224-81-07438,037030
1226,옵티시스,1301110056407.0,124-81-67679,109080
1227,RF시스템즈,1348110054627.0,124-81-78502,474610
1228,효성오앤비,1648110001094.0,312-81-03710,097870
1229,쎄니트,1942110018855.0,608-81-22767,037760
1230,윈팩,1344110020543.0,126-81-61690,097800
1231,팸텍,1348110110148.0,124-86-35639,271830
1232,DGI,1101111517709.0,120-81-78820,099520
1233,프로이천,1101117042271.0,769-86-01155,321260
1234,SB성보,1147110000402.0,128-81-00011,003080
1235,DYP,1243110003379.0,134-81-01198,092780
1236,제일테크노스,1746110001179.0,506-81-00676,038010
1237,동아엘텍,1341110065470.0,138-81-19462,088130
1238,명문제약,1341110013180.0,124-81-35615,017180
1239,프롬바이오,1358110127754.0,135-81-86512,377220
1240,SJM,1314110241465.0,134-86-66202,123700
1241,동우팜투테이블,2111110005365.0,401-81-06526,088910
1242,러셀,1101115677864.0,166-81-00027,217500
1243,다스코,2052110005288.0,408-81-25446,058730
1244,케이비아이동국실업,1101110028939.0,106-81-12972,001620
1245,푸드웰,1701110001628.0,502-81-00145,005670
1246,포커스에이아이,1101117167128.0,554-87-01400,331380
1247,신화인터텍,1348110011677.0,124-81-35935,056700
1248,대유,1748110000309.0,515-81-00326,290380
1249,옴니시스템,1211110054981.0,130-81-51696,057540
1250,에이치엠넥스,1301110023349.0,124-81-22158,036170
1251,액트로,1352110033862.0,138-81-78118,290740
1252,오텍,1101110795455.0,211-86-39754,067170
1253,우성,1601110001167.0,305-81-20439,006980
1254,대유에이텍,1115110000136.0,127-81-00094,002880
1255,비비씨,1601110243678.0,314-81-98760,318410
1256,모아텍,1101110613607.0,117-81-01820,033200
1257,파이오링크,1101112035578.0,119-81-41089,170790
1258,시그네틱스,1101110070815.0,109-81-00780,033170
1259,피엔에이치테크,1311110237931.0,129-86-36614,239890
1260,KX하이텍,1648110010780.0,312-81-25747,052900
1261,캐프,1101114275958.0,211-88-39044,198080
1262,상보,1243110024177.0,136-81-02854,027580
1263,코위버,1101111883225.0,105-86-08183,056360
1264,에스디생명공학,1101113971466.0,211-88-18506,217480
1265,승일,1201110007204.0,137-81-01955,049830
1266,나라엠앤디,1942110033580.0,609-81-35789,051490
1267,머큐리,1201110230277.0,137-81-31255,100590
1268,블루콤,1101110808357.0,112-81-29823,033560
1269,피플바이오,1101112606171.0,214-87-18925,304840
1270,DSR제강,1801110004753.0,617-81-02687,069730
1271,선도전기,1301110007989.0,134-81-02431,007610
1272,대성파인텍,1901110037223.0,608-81-36825,104040
1273,캐리,1314110144073.0,134-86-04069,313760
1274,원풍,1101110138382.0,109-81-04258,008370
1275,현우산업,1201110140484.0,137-81-15371,092300
1276,삼기,1101114249458.0,106-86-69145,122350
1277,알피바이오,1101116142668.0,620-86-00448,314140
1278,고려제약,1344110001840.0,126-81-04796,014570
1279,티에이치엔,1701110022781.0,503-81-19351,019180
1280,인산가,1101116471554.0,139-81-44493,277410
1281,서진오토모티브,1101114264828.0,107-87-30882,122690
1282,우양,1644110000820.0,309-81-01598,103840
1283,리더스코스메틱,1341110021539.0,134-81-12735,016100
1284,경남제약,1350110085255.0,134-81-42258,053950
1285,휴엠앤씨,1201110290289.0,137-81-46699,263920
1286,나노,1101115248376.0,107-88-04227,187790
1287,아이엠지티,1311110252575.0,129-86-45127,456570
1288,EG,1615110003619.0,305-81-08153,037370
1289,RF머트리얼즈,1355110186996.0,140-81-26307,327260
1290,이오플로우,1101114694679.0,105-87-62879,294090
1291,에이엠시지,1101117803897.0,697-87-01880,495900
1292,한독크린텍,1601110165806.0,305-81-66527,256150
1293,이렘,1101110162191.0,206-81-34034,009730
1294,제이에스티나,1101110569074.0,215-81-03705,026040
1295,셀루메드,1201110019225.0,134-81-01408,049180
1296,SH에너지화학,1341110000210.0,401-81-09407,002360
1297,케이이엠텍,1350110111703.0,134-81-66610,106080
1298,백금T&A,1101111353153.0,229-81-25504,046310
1299,알에프세미,1601110088660.0,314-81-28793,096610
1300,앤디포스,1545110045488.0,303-81-58943,238090
1301,아이빔테크놀로지,1601110458821.0,154-86-00806,460470
1302,세림B&G,1101117262754.0,262-87-01457,340440
1303,대창스틸,1101110276116.0,139-81-00044,140520
1304,엑시큐어하이트론,1243110017841.0,312-81-06094,019490
1305,아스플로,1350110119749.0,134-81-76326,159010
1306,마니커에프앤지,1345110080529.0,135-81-70723,195500
1307,상신전자,1341110025060.0,138-81-05124,263810
1308,에이루트,1341110095394.0,123-81-77233,096690
1309,문배철강,1101110139190.0,116-81-00532,008420
1310,마이크로투나노,1101112059031.0,119-81-41599,424980
1311,알파칩스,1345110066131.0,135-81-58772,117670
1312,일진디스플,1545110006076.0,303-81-10352,020760
1313,유에스티,1101116298148.0,274-88-00730,263770
1314,디에이피,1244110006602.0,139-81-11954,066900
1315,프리엠스,1101110660830.0,130-81-30556,053160
1316,아진전자부품,1341110000822.0,123-81-00262,009320
1317,파라텍,1243110000573.0,130-81-00241,033540
1318,에쎈테크,1201110087834.0,139-81-05578,043340
1319,케일럼,1101114097518.0,109-86-17840,258610
1320,코셈,1601110226195.0,314-81-90680,360350
1321,얼라인드,1341110170980.0,138-81-49267,238120
1322,유일에너테크,1358110211565.0,124-87-30932,340930
1323,아세아텍,1741110000098.0,514-81-00212,050860
1324,테크엘,1211110060136.0,130-81-55315,064520
1325,아이씨에이치,1348110250671.0,143-81-04883,368600
1326,유니온바이오메트릭스,1101111892903.0,211-86-91935,203450
1327,코스나인,1760110025872.0,513-81-22697,082660
1328,케이씨피드,1747110000187.0,505-81-00799,025880
1329,화신정공,1101114339415.0,107-87-35359,126640
1330,씨큐브,1543110010576.0,301-81-47023,101240
1331,미래산업,1243110030413.0,312-81-15889,025560
1332,유니드비티플러스,1101118466280.0,484-88-02669,446070
1333,앱코,1101112284729.0,106-86-01413,129890
1334,부국철강,2001110001407.0,410-81-05725,026940
1335,씨티알모빌리티,1942110014431.0,622-81-03825,308170
1336,씨피시스템,1101118112669.0,493-87-02235,413630
1337,네오티스,1346110015095.0,125-81-34040,085910
1338,폴라리스우노,2101110024308.0,418-81-19261,114630
1339,티케이지애강,1545110001571.0,312-81-07981,022220
1340,서연탑메탈,1101110519003.0,139-81-02284,019770
1341,파인디앤씨,1101111667273.0,119-81-30184,049120
1342,케이디켐,1341110013255.0,302-81-03955,221980
1343,동방선기,1941110002884.0,609-81-19396,099410
1344,휴맥스,1345110144268.0,142-81-22888,115160
1345,동일기연,1341110012687.0,123-81-15843,032960
1346,뷰티스킨,1201110590960.0,137-86-15890,406820
1347,코맥스,1311110001964.0,129-81-01726,036690
1348,이원컴포텍,1613110004067.0,308-81-05946,088290
1349,에스제이그룹,1101113856618.0,211-88-10329,306040
1350,국영지앤엠,1101110103707.0,207-81-41843,006050
1351,넥사다이내믹스,1101117417458.0,532-86-01719,351320
1352,서암기계공업,2042110000784.0,410-81-01068,100660
1353,아이언디바이스,1101113892513.0,211-88-12569,464500
1354,뉴온,1101114305614.0,107-87-33496,123840
1355,한국맥널티,1101111495971.0,214-86-20763,222980
1356,스페코,1348110001545.0,124-81-06497,013810
1357,DH오토리드,2101110118854.0,745-86-00413,290120
1358,오공,1243110001513.0,130-81-01293,045060
1359,동국알앤에스,1955110069249.0,615-81-35770,075970
1360,DH오토웨어,1101110254344.0,119-81-02446,025440
1361,씨싸이트,1101111660368.0,220-81-59201,109670
1362,주성코퍼레이션,1313110088017.0,125-81-79538,109070
1363,영화금속,1801110027078.0,609-81-12296,012280
1364,벡트,1101113429621.0,220-87-27579,457600
1365,자비스,1101116178564.0,510-87-00492,254120
1366,제이티,1211110061910.0,130-81-56518,089790
1367,에코캡,1801110602755.0,605-81-84196,128540
1368,파인메딕스,1701110383357.0,502-86-01324,387570
1369,성우전자,1243110020000.0,122-81-22467,081580
1370,제이엠티,1101111551749.0,229-81-32359,094970
1371,비씨월드제약,1243110005515.0,139-81-11269,200780
1372,빛샘전자,1301110049246.0,124-81-58831,072950
1373,진시스템,1615110116305.0,312-86-15545,363250
1374,나래나노텍,1345110017746.0,135-81-18218,137080
1375,한창제지,1845110000105.0,621-81-09073,009460
1376,삼진,1341110005351.0,123-81-05888,032750
1377,유엑스엔,1311110312428.0,144-81-01346,337840
1378,쏘닉스,1341110078407.0,123-81-61707,088280
1379,진양화학,1101112141672.0,110-81-49202,051630
1380,나노실리칸첨단소재,1358110139600.0,135-81-91640,286750
1381,KB오토시스,1101110408305.0,204-81-12301,024120
1382,루멘스,1301110038918.0,135-81-19745,038060
1383,신진에스엠,1348110061937.0,124-81-86623,138070
1384,디케이앤디,1101111967243.0,214-86-58707,263020
1385,대림통상,1101110021678.0,102-81-01153,006570
1386,GH신소재,1955110052004.0,615-81-22009,130500
1387,누보,1101117182655.0,474-86-01636,332290
1388,기가레인,1101111867831.0,107-81-77264,049080
1389,쎄노텍,1101115733509.0,676-86-00117,222420
1390,형지I&C,1101110192271.0,119-81-05079,011080
1391,아우딘퓨쳐스,1101112131821.0,220-86-02474,227610
1392,한국큐빅,1350110031042.0,134-81-00374,021650
1393,제놀루션,1101113403972.0,215-86-82253,225220
1394,케이엠,1450110000540.0,225-81-01359,083550
1395,프로티아,1101111915094.0,110-81-45244,303360
1396,힘스,1101111634272.0,229-81-35638,238490
1397,한창산업,1348110003715.0,124-81-33499,079170
1398,계양전기,1101110212889.0,104-81-34422,012200
1399,에스알바이오텍,1311110188085.0,129-86-09534,270210
1400,파버나인,1201110155011.0,131-81-44728,177830
1401,진영,1201110127961.0,136-81-18924,285800
1402,원바이오젠,1101116860442.0,205-86-01156,307280
1403,탈로스,2811110093358.0,128-86-02052,434190
1404,서울제약,1301110008721.0,133-81-30405,018680
1405,서전기전,1101110816938.0,134-81-21423,189860
1406,우진플라임,1101110822993.0,131-81-39905,049800
1407,진양폴리,1345110000387.0,125-81-18884,010640
1408,동양파일,1648110073035.0,312-86-53248,228340
1409,에넥스,1101110192635.0,220-81-31765,011090
1410,오디텍,2149110013103.0,403-81-20067,080520
1411,본느,1101115794478.0,529-86-00091,226340
1412,MH에탄올,1901110003563.0,608-81-03800,023150
1413,에스켐,1358110248774.0,124-87-49805,475660
1414,체리부로,1543110001997.0,301-81-12903,066360
1415,에스에너지,1101112149890.0,206-81-54253,095910
1416,KBG,1615110041619.0,312-81-47440,318000
1417,피델릭스,1101110717441.0,105-81-52326,032580
1418,무림SP,1701110001082.0,211-81-63282,001810
1419,에이치와이티씨,1101113364372.0,113-86-02327,148930
1420,펨토바이오메드,1717110094696.0,506-81-76351,327610
1421,부산주공,1801110002682.0,606-81-01596,005030
1422,대한방직,1101110019350.0,116-81-33353,001070
1423,캐스텍코리아,1801110273986.0,606-81-20370,071850
1424,포메탈,1301110010669.0,134-81-06140,119500
1425,진코스텍,1314110243742.0,134-86-68063,250030
1426,리튬포어스,1101111549108.0,113-81-48008,073570
1427,이지트로닉스,1345110132792.0,142-81-17139,377330
1428,피엔티엠에스,1701110207177.0,514-81-42148,257370
1429,원림,1101110095152.0,119-81-01618,005820
1430,핸즈코퍼레이션,1201110000323.0,137-81-03633,143210
1431,이엔플러스,1355110144291.0,134-86-08314,074610
1432,에스지헬스케어,1244110097700.0,137-81-96388,398120
1433,지니틱스,1101116793007.0,846-81-01097,303030
1434,대원화성,1101110165393.0,204-81-36263,024890
1435,체시스,1748110004244.0,515-81-02135,033250
1436,파인디지털,1101110896683.0,213-81-91028,038950
1437,씨유메디칼,1412110022619.0,224-81-24096,115480
1438,나우코스,1211110074525.0,130-81-69444,257990
1439,와토스코리아,1201110153916.0,136-81-23922,079000
1440,바스칸바이오제약,1101110422090.0,125-81-16421,354390
1441,신화콘텍,1101112637291.0,215-86-33301,187270
1442,모헨즈,1101110046197.0,312-81-15972,006920
1443,씨엔플러스,1201110330796.0,131-81-82038,115530
1444,하이즈항공,1101112376401.0,215-86-17709,221840
1445,디에이테크놀로지,1101111958888.0,119-81-38212,196490
1446,엑셀세라퓨틱스,1101115836767.0,534-86-00230,373110
1447,세화피앤씨,1101116153095.0,869-87-00472,252500
1448,우리이앤엘,1314110212929.0,134-86-48994,153490
1449,아이컴포넌트,1301110060490.0,124-81-72828,059100
1450,에스에이티,1101111622540.0,229-81-35230,060540
1451,전진바이오팜,1701110273433.0,505-81-39862,110020
1452,링크드,1101113016999.0,204-81-85390,193250
1453,셀피글로벌,1701110141812.0,501-81-23451,068940
1454,SUN&L,1101110027593.0,109-81-33530,002820
1455,넥스턴바이오,1345110042264.0,135-81-39760,089140
1456,비비안,1101110030934.0,107-81-11092,002070
1457,파인텍,2850110151881.0,128-86-35081,131760
1458,에이텀,1101115972652.0,358-86-00320,355690
1459,핌스,1201110799950.0,469-81-00377,347770
1460,배럴,1101114256924.0,105-87-39951,267790
1461,조아제약,1943110004498.0,608-81-24071,034940
1462,멕아이씨에스,1341110063143.0,138-81-18411,058110
1463,프럼파스트,1601110031099.0,305-81-15765,035200
1464,원일특강,1101110220288.0,119-81-01622,012620
1465,율촌,1243110014912.0,134-81-20370,146060
1466,신도기연,1211110078395.0,130-81-72842,290520
1467,프리시젼바이오,1601110265995.0,314-86-08943,335810
1468,도부,1101113623348.0,120-87-11670,227420
1469,코나솔,1348110031089.0,124-81-50858,176590
1470,다이나믹디자인,2001110097272.0,410-81-49892,145210
1471,아이앤씨,1101111342213.0,120-81-67380,052860
1472,비스토스,1101112317653.0,120-86-25954,419540
1473,메타랩스,1101112103953.0,211-86-68400,090370
1474,한일화학,1201110003111.0,133-81-26110,007770
1475,플라즈맵,1601110395297.0,770-86-00063,405000
1476,경인전자,1101110150229.0,119-81-02373,009140
1477,케이웨더,1101111427586.0,110-81-37628,068100
1478,엠에프씨,1314110209249.0,134-86-46389,432980
1479,동일제강,1101110032005.0,113-81-07346,002690
1480,에코글로우,1311110165843.0,129-81-98293,159910
1481,소니드,1101111833486.0,114-81-93374,060230
1482,넥스트아이,1348110037954.0,124-81-57924,137940
1483,S&K폴리텍,1355110101465.0,134-81-47990,091340
1484,한울앤제주,2201110123463.0,616-86-27415,276730
1485,TPC,1101110245575.0,109-81-14912,048770
1486,아이윈플러스,1101112870784.0,114-86-31150,123010
1487,부스타,1243110002628.0,130-81-02064,008470
1488,아이비젼웍스,1601110397045.0,196-88-00110,469750
1489,HLB사이언스,1101116042363.0,677-88-00337,343090
1490,성우테크론,1942110025941.0,609-81-29822,045300
1491,협진,1355110151022.0,140-81-01965,138360
1492,팜스빌,1101111908338.0,120-86-01608,318010
1493,더바이오메드,1501110123252.0,317-81-12475,214610
1494,성창오토텍,1313110020308.0,125-81-20828,080470
1495,디젠스,1648110035910.0,312-81-80740,113810
1496,주연테크,1101110574164.0,116-81-23200,044380
1497,한성기업,1801110000230.0,601-81-08347,003680
1498,WISCOM,1301110009274.0,134-81-03288,024070
1499,알로이스,1101116735067.0,531-87-00960,297570
1500,기산텔레콤,1101111073454.0,120-81-66080,035460
1501,윈하이텍,1545110049654.0,303-81-63280,192390
1502,대성미생물,1341110000880.0,138-81-02340,036480
1503,딜리,1154110011579.0,127-81-65587,131180
1504,아이윈,1845110020244.0,621-81-32365,090150
1505,서산,2042110000370.0,410-81-00453,079650
1506,코아시아씨엠,1345110233665.0,142-81-72016,196450
1507,애드바이오텍,1101111999444.0,215-81-93416,179530
1508,라닉스,1311110103158.0,129-81-65851,317120
1509,아즈텍WB,1801110145953.0,603-81-19267,032080
1510,오스템,1615110006796.0,312-81-07773,031510
1511,대호특수강,1845110003856.0,621-81-05835,021040
1512,제이엠아이,1101110922214.0,124-81-46204,033050
1513,태원물산,1101110086771.0,120-81-65136,001420
1514,디와이씨,1101116902393.0,587-81-01164,310870
1515,피앤씨테크,1341110064711.0,138-81-19079,237750
1516,메디쎄이,1348110088014.0,124-86-14463,200580
1517,포톤,1101115546217.0,107-88-32553,208710
1518,레이저쎌,1311110405091.0,416-86-02207,412350
1519,오늘이엔엠,1301110044808.0,124-81-52292,192410
1520,동양에스텍,1601110004426.0,306-81-03597,060380
1521,유진테크놀로지,1501110137013.0,317-81-18936,240600
1522,비피도,1101111787378.0,119-81-32746,238200
1523,시지트로닉스,2101110058935.0,418-81-24779,429270
1524,이미지스,1358110102649.0,135-81-69380,115610
1525,에스씨엠생명과학,1201110715352.0,121-86-34816,298060
1526,한주라이트메탈,1812110008538.0,610-81-06722,198940
1527,우진비앤지,1243110014409.0,124-81-14283,018620
1528,에스티오,1101112722761.0,206-81-79031,098660
1529,코아스,1101110881642.0,117-81-09929,071950
1530,크린앤사이언스,2112110000553.0,404-81-00477,045520
1531,TBH글로벌,1801110346204.0,606-81-64892,084870
1532,뉴인텍,1243110003006.0,130-81-02119,012340
1533,휴럼,1101117442710.0,425-86-01594,353190
1534,젠큐릭스,1101114690768.0,206-86-57589,229000
1535,영우디에스피,1311110110921.0,129-81-69992,143540
1536,아하,1101111708085.0,112-81-52488,102950
1537,휴림에이텍,1913110002354.0,615-81-03939,078590
1538,성문전자,1311110005114.0,129-81-05116,014910
1539,엘에이티,1358110251222.0,124-87-51034,311060
1540,화인베스틸,1951110010951.0,608-81-68647,133820
1541,해성옵틱스,1348110069163.0,124-81-94098,076610
1542,코이즈,2801110073830.0,127-81-97643,121850
1543,티에스넥스젠,1101111182726.0,214-81-91598,043220
1544,지엔코,1101111421257.0,220-81-45177,065060
1545,셀레믹스,1101114481282.0,119-86-35850,331920
1546,풍강,1341110002141.0,123-81-01349,093380
1547,브이씨,1101113197088.0,209-81-39552,365900
1548,인바이오,1512110004847.0,304-81-07641,352940
1549,오에스피,1613110017531.0,308-81-20821,368970
1550,패션플랫폼,1101115782473.0,232-81-03753,225590
1551,KR모터스,1601110007032.0,305-81-00020,000040
1552,듀오백,1201110040676.0,136-81-07470,073190
1553,스타플렉스,1201110136459.0,136-81-19262,115570
1554,동성제약,1101110008200.0,211-81-25288,002210
1555,에스폴리텍,1101111716898.0,229-81-38692,050760
1556,루켄테크놀러지스,1348110145822.0,124-86-59494,162120
1557,한탑,1801110005834.0,617-81-00559,002680
1558,엔시트론,1101111930787.0,113-81-60337,101400
1559,TS트릴리온,1101116982139.0,425-87-01422,317240
1560,에이에프더블류,1752110007968.0,504-81-27679,312610
1561,이노진,1101113301944.0,106-86-38550,344860
1562,피엠티,1351110069710.0,123-81-98238,147760
1563,다산솔루에타,1351110065750.0,123-81-89952,154040
1564,삼영에스앤씨,1311110050086.0,129-81-35115,361670
1565,에이치케이,1201110059410.0,139-81-05656,044780
1566,노드메이슨,1101115209310.0,105-87-91243,317860
1567,나노씨엠에스,1648110026753.0,312-81-62155,247660
1568,SHD,1101110028632.0,134-81-29352,001770
1569,뉴보텍,1412110004279.0,224-81-04616,060260
1570,에이엔피,1243110006456.0,130-81-06245,015260
1571,에이펙스인텍,1760110015592.0,513-81-12831,207490
1572,삼보산업,1801110020246.0,609-81-16685,009620
1573,참엔지니어링,1746110001096.0,506-81-00661,009310
1574,에스앤더블류,1801110095637.0,603-81-11659,103230
1575,나노캠텍,1345110037710.0,135-81-35463,091970
1576,세동,1845110001541.0,621-81-09049,053060
1577,세종메디칼,2849110088798.0,141-81-20572,258830
1578,볼빅,1545110040511.0,303-81-53007,206950
1579,에스아이리소스,1701110031873.0,503-81-08816,065420
1580,에프알텍,1101112090168.0,214-86-69728,073540
1581,인터엠,1101110357403.0,127-81-58989,017250
1582,웰킵스하이텍,1101110171168.0,303-81-07177,043590
1583,디지아이,1115110015359.0,127-81-18162,043360
1584,메디안디노스틱,1341110069167.0,123-81-51359,233250
1585,동일스틸럭스,1801110002004.0,606-81-06096,023790
1586,한국유니온제약,1801110007062.0,607-81-21765,080720
1587,한국주강,1943110000537.0,608-81-05400,025890
1588,누리플랜,1101111015779.0,136-81-16116,069140
1589,코스텍시스템,1311110048164.0,129-81-33742,169670
1590,비츠로시스,1101110657275.0,218-81-01953,054220
1591,타스컴,1101115361566.0,264-81-31241,336040
1592,케이피티유,1350110047883.0,134-81-27602,054410
1593,원풍물산,1201110001769.0,137-81-01974,008290
1594,블루탑,1246110281820.0,121-81-51839,191600
1595,웹스,1801110378835.0,606-81-70604,196700
1596,국일신동,1201110082793.0,139-81-02120,060480
1597,CS,1101111644809.0,215-81-74874,065770
1598,엔피케이,1101110522311.0,211-81-38347,048830
1599,세진티에스,1101111279672.0,113-81-38010,067770
1600,이엠앤아이,1350110096608.0,134-81-46818,083470
1601,티피씨글로벌,1748110017627.0,515-81-13874,130740
1602,베셀,1358110105388.0,124-86-21867,177350
1603,알톤,1101114313807.0,107-87-33730,123750
1604,이엘피,1101111790834.0,214-86-40186,063760
